Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split,UB_status,cs_status_choosen,cs_status_all,cs_fallback
0.790,32,6764.729094541,7585.672610803,10.8222904%,820.94352,6764.729094541,7585.672610803,N/A,N/A,N/A,0/5,none,none
1.477,32,6764.729094541,7585.672610803,10.8222904%,820.94352,6764.729094541,7585.672610803,OUTSIDE,INSIDE,ok_not_best,0/5,0/5; 0/5; 0/5; 0/5; 0/5; 0/5,none
