Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split
23.097,8,0.984142511,0.984167047,0.0024930%,0.00002,0.984142511,0.984167047,INSIDE,INSIDE
333.509,9,0.984088179,0.984167046,0.0080136%,0.00008,0.984142511,0.984167046,INSIDE,INSIDE
345.898,10,0.984008832,0.984167046,0.0160759%,0.00016,0.984142511,0.984167046,INSIDE,INSIDE
352.260,11,0.984008964,0.984167046,0.0160625%,0.00016,0.984142511,0.984167046,INSIDE,INSIDE
358.540,12,0.984009618,0.984167046,0.0159960%,0.00016,0.984142511,0.984167046,INSIDE,INSIDE
362.004,13,0.984009076,0.984167045,0.0160511%,0.00016,0.984142511,0.984167045,INSIDE,INSIDE
367.952,14,0.984009299,0.984167045,0.0160284%,0.00016,0.984142511,0.984167045,INSIDE,INSIDE
371.140,15,0.984009170,0.984167045,0.0160415%,0.00016,0.984142511,0.984167045,INSIDE,INSIDE
377.022,16,0.984009287,0.984167045,0.0160297%,0.00016,0.984142511,0.984167045,OUTSIDE,OUTSIDE
