timestamp,test_name,NS,nfirst,nparam,rdl,rdu,adl,adu,machine_error,default_lower_bound_value,default_upper_bound_value,extensive_num_vars,extensive_num_linconstr,relaxation_num_vars,relaxation_num_constr,initial_UB,root_node_LB,root_FBBT_feasible,root_relaxed_LB,root_WS_LB,final_LB,final_UB,final_gap_pct,iterations,solved_nodes,total_time,termination_reason,final_LB_postprocessed,best_first_stage_solution
20260423_184624,read_str6.jl,100,5,5,0.0,2.0,-10.0,10.0,1.0e-10,-1.0e8,1.0e8,-1,-1,-1,-1,NaN,NaN,false,NaN,NaN,-1.0e10,1.0e10,200.0,0,0,12.016999959945679,exception,false,"[0.0, 0.0, 0.0, 0.0, 0.0]"
