Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split
3.369,4,0.006948160,0.006989615,0.5930882%,0.00004,0.006948160,0.006989615,INSIDE,INSIDE
7.018,5,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,INSIDE,INSIDE
10.295,6,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,OUTSIDE,INSIDE
14.770,7,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,OUTSIDE,INSIDE
20.263,8,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,OUTSIDE,INSIDE
24.577,9,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,INSIDE,INSIDE
29.718,10,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,INSIDE,INSIDE
33.782,11,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,OUTSIDE,INSIDE
38.434,12,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,INSIDE,INSIDE
44.415,13,0.006948015,0.006989615,0.5951695%,0.00004,0.006948160,0.006989615,OUTSIDE,INSIDE
