Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split
51.066,32,0.262438676,1.743535603,84.9479027%,1.48110,0.262438676,1.743535603,INSIDE,INSIDE
58.460,33,0.136415433,1.743535603,92.1759308%,1.60712,0.262438676,1.743535603,INSIDE,INSIDE
61.007,34,0.136415429,1.743535603,92.1759310%,1.60712,0.262438676,1.743535603,INSIDE,OUTSIDE
62.492,35,0.262437856,1.743535603,84.9479497%,1.48110,0.262438676,1.743535603,OUTSIDE,OUTSIDE
63.893,36,0.262441284,1.743535603,84.9477531%,1.48109,0.262441284,1.743535603,OUTSIDE,INSIDE
65.479,37,0.262441652,1.743535603,84.9477320%,1.48109,0.262441652,1.743535603,INSIDE,INSIDE
66.956,38,0.262440615,1.743535603,84.9477914%,1.48109,0.262441652,1.743535603,INSIDE,OUTSIDE
68.367,39,0.135401402,1.743535603,92.2340902%,1.60813,0.262441652,1.743535603,INSIDE,OUTSIDE
70.342,40,0.136415434,1.743535603,92.1759307%,1.60712,0.262441652,1.743535603,INSIDE,OUTSIDE
