iter,time_s,nodes,LB,UB,gap_abs,gap_rel_pct,active_ratio
0,,8,0.979509578,2.211389235,1.231879657,55.706143,1.000000
1,,8,0.979509578,0.979002305,-0.000507273,-0.051815,1.000000
