Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split
322.563,4,0.015049051,0.015786189,4.6695130%,0.00074,0.015049051,0.015786189,INSIDE,INSIDE
2202.242,5,0.014592550,0.015663821,6.8391414%,0.00107,0.015049051,0.015663821,INSIDE,INSIDE
6911.295,6,0.015025585,0.015627128,3.8493526%,0.00060,0.015049051,0.015627128,INSIDE,INSIDE
14024.269,7,0.015025523,0.015366038,2.2160267%,0.00034,0.015049051,0.015366038,INSIDE,INSIDE
21843.117,8,0.015025389,0.015366038,2.2168989%,0.00034,0.015049051,0.015366038,INSIDE,INSIDE
