Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split,UB_status,cs_status_choosen,cs_status_all,cs_fallback
42.673,31,1013.223126030,3312.370888248,69.4109398%,2299.14776,1013.223128201,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
44.091,32,1013.223128023,3312.370888248,69.4109397%,2299.14776,1013.223128201,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
45.479,33,1013.223126623,3312.370888248,69.4109398%,2299.14776,1013.223128201,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
46.893,34,1013.223128355,3312.370888248,69.4109397%,2299.14776,1013.223128355,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
48.247,35,1013.223127001,3312.370888248,69.4109397%,2299.14776,1013.223128355,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
49.624,36,1013.223128648,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
51.020,37,1013.223126966,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
52.434,38,1013.223127435,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
53.804,39,1013.223127553,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
55.175,40,1013.223127997,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
56.577,41,1013.223127109,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
57.932,42,1013.223127722,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
59.257,43,1013.223127304,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
60.639,44,1013.223128151,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
62.067,45,1013.223126843,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
63.546,46,1013.223127055,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
64.944,47,1013.223127189,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
66.339,48,1013.223126947,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
67.708,49,1013.223126847,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
69.140,50,1013.223127128,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
70.514,51,1013.223128528,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
71.863,52,1013.223127019,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
73.265,53,1013.223128620,3312.370888248,69.4109397%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
74.658,54,1013.223126698,3312.370888248,69.4109398%,2299.14776,1013.223128648,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
76.046,55,1013.715527712,3312.370888248,69.3960742%,2298.65536,1013.715527712,3312.370888248,OUTSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
77.408,56,1013.715527985,3312.370888248,69.3960742%,2298.65536,1013.715527985,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
78.837,57,1013.715527594,3312.370888248,69.3960742%,2298.65536,1013.715527985,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
80.227,58,1013.715528301,3312.370888248,69.3960742%,2298.65536,1013.715528301,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
81.637,59,1013.715528337,3312.370888248,69.3960742%,2298.65536,1013.715528337,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
83.020,60,1013.715528590,3312.370888248,69.3960742%,2298.65536,1013.715528590,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
84.437,61,1013.715527980,3312.370888248,69.3960742%,2298.65536,1013.715528590,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
85.784,62,1013.715528912,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
87.154,63,1013.715527862,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
88.535,64,1013.715528473,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
89.961,65,1013.715527198,3312.370888248,69.3960743%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
91.352,66,1013.715527776,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
92.768,67,1013.715528291,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
94.223,68,1013.715527513,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
95.616,69,1013.715528248,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
97.036,70,1013.715527521,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
98.375,71,1013.715528253,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
99.779,72,1013.715527451,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
101.163,73,1013.715528559,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
102.578,74,1013.715526913,3312.370888248,69.3960743%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
104.036,75,1013.715527680,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
105.418,76,1013.715527195,3312.370888248,69.3960743%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
106.812,77,1013.715527656,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
108.254,78,1013.715528200,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
109.653,79,1013.715527740,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
111.076,80,1013.715528487,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
112.454,81,1013.715527189,3312.370888248,69.3960743%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
113.755,82,1013.715528509,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
115.046,83,1013.715527788,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
116.372,84,1013.715528368,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
117.690,85,1013.715527336,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
119.014,86,1013.715528212,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
120.357,87,1013.715527430,3312.370888248,69.3960742%,2298.65536,1013.715528912,3312.370888248,INSIDE,OUTSIDE,ok_not_best,0/5,0/5; 0/5,none
