Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split,UB_status,cs_status_choosen,cs_status_all,cs_fallback
11.798,32,-362.751746874,-222.719621155,62.8737266%,140.03213,-362.751746874,-222.719621155,N/A,N/A,N/A,0/100,none,none
27.572,32,-362.751746874,-356.731612559,1.6875808%,6.02013,-362.751746874,-356.731612559,OUTSIDE,INSIDE,ok_not_best,0/100,0/100; 0/100,none
