Time (s),# Nodes,LB,UB,Rel. Gap,Abs. Gap,best_LB_ever,best_UB_ever,LB_in_split,UB_in_split
53.667,32,-3800.263776809,-3795.746557380,0.1190074%,4.51722,-3800.263776809,-3795.746557380,INSIDE,INSIDE
69.016,33,-3808.361496327,-3795.746557380,0.3323441%,12.61494,-3800.263776809,-3795.746557380,INSIDE,INSIDE
73.248,34,-3800.567145478,-3795.746557380,0.1269997%,4.82059,-3800.263776809,-3795.746557380,INSIDE,INSIDE
77.920,35,-3808.138433383,-3803.473020398,0.1226619%,4.66541,-3800.263776809,-3803.473020398,INSIDE,INSIDE
82.376,36,-3808.138433383,-3803.473020398,0.1226619%,4.66541,-3800.263776809,-3803.473020398,INSIDE,INSIDE
87.859,37,-3806.896433192,-3803.473020398,0.0900075%,3.42341,-3800.263776809,-3803.473020398,INSIDE,INSIDE
93.654,38,-3806.896433192,-3803.473020398,0.0900075%,3.42341,-3800.263776809,-3803.473020398,INSIDE,INSIDE
99.750,39,-3799.787383986,-3803.473020398,-0.0969019%,-3.68564,-3799.787383986,-3803.473020398,OUTSIDE,INSIDE
